Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,PlayerID
857,Samuel Poulin,21,PIT,RW,3,0,1,1,-3,2,0,0,0,0,0,1,0,2,0.0,5,29:54,9:58,8,9,47.1,1,3,0,1,,poulisa01
858,Mikael Pyyhtia,21,CBJ,LW,2,0,1,1,-2,2,0,0,0,0,0,1,0,2,0.0,4,27:03,13:32,0,0,,2,0,0,2,,pyyhtmi01
859,Kristian Reichel,24,WPG,F,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,2,21:07,10:34,0,0,,0,2,1,0,,reichkr01
860,Mike Reilly,29,BOS,D,10,0,1,1,0,2,0,0,0,0,1,0,0,12,0.0,29,167:21,16:44,0,0,,10,21,0,4,,reillmi01
861,Justin Richards,24,CBJ,F,2,0,1,1,-1,0,0,0,0,0,1,0,0,0,,0,21:35,10:48,5,8,38.5,0,4,1,0,,richaju01
862,Kevin Rooney,29,CGY,C,17,0,1,1,-2,7,0,0,0,0,1,0,0,14,0.0,27,150:40,8:52,44,61,41.9,10,26,4,3,,rooneke01
863,Marco Rossi,21,MIN,C,19,0,1,1,-7,8,0,0,0,0,1,0,0,13,0.0,28,237:57,12:31,69,77,47.3,9,6,5,2,,rossima01
864,Jonas Røndbjerg,23,VEG,RW,13,0,1,1,-5,4,0,0,0,0,1,0,0,15,0.0,24,132:13,10:10,1,2,33.3,7,2,8,1,,rondbjo01
865,Steven Santini,27,STL,D,4,0,1,1,0,2,0,0,0,0,1,0,0,5,0.0,9,50:02,12:31,0,0,,10,6,0,4,,santist01
866,Juuse Saros,27,NSH,G,64,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,3809:59,59:32,0,0,,0,0,2,26,AS-4Hart-20Vezina-4,sarosju01
867,Corey Schueneman,27,MTL,D,7,0,1,1,1,0,0,0,0,0,1,0,0,8,0.0,13,102:55,14:42,0,0,,12,4,2,3,,schueco01
868,Brett Seney,26,CHI,LW,7,1,0,1,-2,2,1,0,0,0,0,0,0,9,11.1,14,91:54,13:08,5,8,38.5,4,11,2,0,,seneybr01
869,Igor Shesterkin,27,NYR,G,58,0,1,1,0,2,0,0,0,0,1,0,0,0,,1,3488:46,60:09,0,0,,0,0,2,17,AS-8Vezina-8,shestig01
870,Ilya Sorokin,27,NYI,G,62,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,3587:04,57:51,0,0,,0,0,0,10,AS-2Hart-9Vezina-2,sorokil01
871,Jordan Spence,21,LAK,D,6,0,1,1,1,0,0,0,0,0,1,0,0,6,0.0,16,84:00,14:00,0,0,,3,3,1,3,,spencjo01
872,Oskar Steen,24,BOS,C,3,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,5,27:28,9:09,0,1,0.0,0,3,1,1,,steenos01
873,Stanislav Svozil,20,CBJ,D,2,0,1,1,-3,2,0,0,0,0,0,1,0,3,0.0,7,40:14,20:07,0,0,,1,1,0,1,,svozist01
874,Billy Sweezey,26,CBJ,D,9,0,1,1,-3,9,0,0,0,0,1,0,0,3,0.0,16,154:00,17:07,0,0,,20,39,2,3,,sweezbi01
875,Mads Søgaard,22,OTT,G,19,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1047:30,55:08,0,0,,0,0,0,8,,sogaama01
876,Daniil Tarasov,23,CBJ,G,17,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,874:08,51:25,0,0,,0,0,0,6,,tarasda02
877,Joel Teasdale,23,MTL,F,2,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,2,21:44,10:52,0,1,0.0,1,2,1,2,,teasdjo01
878,Dominic Toninato,28,WPG,C,5,0,1,1,0,2,0,0,0,0,1,0,0,7,0.0,8,39:38,7:56,9,9,50.0,2,6,2,1,,tonindo01
879,Linus Ullmark,29,BOS,G,49,1,0,1,0,2,1,0,0,0,0,0,0,1,100.0,1,2882:12,58:49,0,0,,0,0,0,7,AS-1Byng-29Hart-10Jennings-1Vezina-1,ullmali01
880,Alex Vlasic,21,CHI,D,6,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,5,117:49,19:38,0,0,,9,5,5,1,,vlasial01
881,Parker Wotherspoon,25,NYI,D,12,0,1,1,5,4,0,0,0,0,1,0,0,10,0.0,17,159:55,13:20,0,0,,7,8,4,1,,wothepa01
882,Radim Zohorna,26,2TM,F,10,1,0,1,-1,0,1,0,0,0,0,0,0,9,11.1,13,85:45,8:35,21,20,51.2,2,7,5,0,,zohorra01
882,Radim Zohorna,26,TOR,F,2,1,0,1,1,0,1,0,0,0,0,0,0,6,16.7,7,18:24,9:12,0,2,0.0,1,2,2,0,,zohorra01
882,Radim Zohorna,26,CGY,F,8,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,6,67:21,8:25,21,18,53.8,1,5,3,0,,zohorra01
883,Jett Alexander,23,TOR,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,1:10,1:10,0,0,,0,0,0,0,,alexaje01
884,Frédéric Allard,25,MTL,D,3,0,0,0,2,0,0,0,0,0,0,0,0,6,0.0,13,41:32,13:51,0,0,,2,0,0,3,,allarfr01
885,Lias Andersson,24,LAK,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,3,8:37,8:37,0,0,,0,2,0,0,,anderli01
886,Justus Annunen,22,COL,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,117:20,58:40,0,0,,0,0,0,1,,annunju01
887,Yaroslav Askarov,20,NSH,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57:50,57:50,0,0,,0,0,0,1,,askarya01
888,Ronald Attard,23,PHI,D,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,8,33:29,16:45,0,0,,2,3,3,0,,attarro01
889,Cole Bardreau,29,NYI,F,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,2,6:37,6:37,0,0,,0,2,0,0,,bardrco01
890,Alex Barré-Boulet,25,TBL,F,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,10:01,10:01,0,1,0.0,0,0,1,0,,barreal01
891,Owen Beck,18,MTL,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,9:48,9:48,1,2,33.3,1,0,0,0,,beckow01
892,Adam Beckman,21,MIN,LW,9,0,0,0,-2,0,0,0,0,0,0,0,0,12,0.0,25,96:13,10:41,0,1,0.0,2,3,2,0,,beckmad01
893,Tyler Benson,24,EDM,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,12:34,6:17,0,0,,0,2,0,0,,bensoty01
894,Matthew Berlin,,EDM,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,2:26,2:26,0,0,,0,0,0,0,,berlima01
895,Mackenzie Blackwood,26,NJD,G,22,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1125:33,51:10,0,0,,0,0,0,8,,blackma01
896,Anton Blidh,27,COL,LW,14,0,0,0,-2,4,0,0,0,0,0,0,0,9,0.0,13,92:07,6:35,1,3,25.0,2,18,1,0,,blidhan01
897,Sergei Bobrovsky,34,FLA,G,50,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2834:22,56:41,0,0,,0,0,1,22,,bobrose01
898,Henrik Borgström,25,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8:10,8:10,0,0,,0,0,0,0,,borgshe01
899,Mark Borowiecki,33,NSH,D,4,0,0,0,0,12,0,0,0,0,0,0,0,1,0.0,7,39:42,9:56,0,0,,1,5,0,0,,borowma01
900,Shane Bowers,23,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1:46,1:46,0,2,0.0,0,0,0,0,,bowersh01
901,Laurent Brossoit,29,VEG,G,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,636:02,57:49,0,0,,0,0,0,10,,brossla01
902,Connor Brown,29,WSH,RW,4,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,8,67:04,16:46,2,3,40.0,1,6,1,2,,brownco02
903,Callahan Burke,25,COL,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,2,17:37,8:49,2,4,33.3,2,1,2,0,,burkeca01
904,Drake Caggiula,28,PIT,LW,4,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,3,26:24,6:36,0,1,0.0,1,6,1,0,,caggidr01
905,Lucas Carlsson,25,FLA,D,2,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,4,20:11,10:06,0,0,,1,3,0,1,,carlslu01
906,Jackson Cates,25,PHI,C,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,8,44:53,8:59,9,10,47.4,1,3,1,0,,catesja01
907,Rourke Chartier,26,OTT,C,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,14,62:01,10:20,19,14,57.6,3,10,1,0,,chartro01
908,Dennis Cholowski,24,NYI,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,7,25:33,12:47,0,0,,1,0,0,1,,cholode01
909,Matthew Coronato,20,CGY,RW,1,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,6,14:38,14:38,0,0,,0,1,1,2,,coronma01
910,William Cuylle,20,NYR,LW,4,0,0,0,-2,10,0,0,0,0,0,0,0,1,0.0,3,27:50,6:58,0,2,0.0,0,8,2,1,,cuyllwi01
911,Joey Daccord,26,SEA,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,248:08,49:38,0,0,,0,0,0,3,,daccojo01
912,Jeremy Davies,26,BUF,D,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1,8:33,8:33,0,0,,1,0,0,0,,davieje01
913,Jean-Sébastien Dea,28,ARI,C,4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,4,37:48,9:27,1,2,33.3,1,3,1,0,,deaje01
914,Aaron Dell,33,SJS,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,199:17,49:49,0,0,,0,0,0,3,,dellaa01
915,Jason Demers,34,EDM,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,1,10:44,10:44,0,0,,3,3,0,1,,demerja01
916,Semyon Der-Arguchintsev,22,TOR,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,7:16,7:16,0,0,,0,0,0,1,,derarse01
917,Nick DeSimone,28,CGY,D,4,0,0,0,-4,2,0,0,0,0,0,0,0,4,0.0,7,45:00,11:15,0,0,,4,2,2,1,,desimni01
918,Casey DeSmith,31,PIT,G,38,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2065:57,54:22,0,0,,0,0,0,7,,desmica01
919,Elliot Desnoyers,,PHI,F,4,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,7,53:28,13:22,8,14,36.4,4,9,2,1,,desnoel02
920,Lukáš Dostál,22,ANA,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1062:43,55:56,0,0,,0,0,0,2,,dostalu01
921,Jamie Drysdale,20,ANA,D,8,0,0,0,-3,2,0,0,0,0,0,0,0,8,0.0,18,140:58,17:37,0,0,,6,7,0,3,,drysdja01
922,William Dufour,21,NYI,RW,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,0,6:48,6:48,0,1,0.0,0,1,0,1,,dufouwi01
923,Joshua Dunne,24,CBJ,C,8,0,0,0,-6,6,0,0,0,0,0,0,0,4,0.0,10,79:43,9:58,26,25,51.0,4,19,0,1,,dunnejo01
924,Arnaud Durandeau,24,NYI,LW,4,0,0,0,1,2,0,0,0,0,0,0,0,9,0.0,11,52:00,13:00,0,1,0.0,2,3,1,0,,duranar01
925,Olle Eriksson Ek,23,ANA,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,63:59,63:59,0,0,,0,0,0,0,,eriksol01
926,Samuel Ersson,23,PHI,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,644:55,53:45,0,0,,0,0,0,2,,erssosa01
927,Brock Faber,20,MIN,D,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,4,40:08,20:04,0,0,,9,0,1,1,,faberbr01
928,Taylor Fedun,34,PIT,D,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,14,44:16,11:04,0,0,,4,3,0,0,,fedunta01
929,Dylan Ferguson,24,OTT,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,118:52,59:26,0,0,,0,0,0,2,,fergudy01
930,Steven Fogarty,29,MIN,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,20:38,10:19,2,2,50.0,0,3,1,0,,fogarst01
931,Anton Forsberg,30,OTT,G,28,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1471:43,52:34,0,0,,0,0,1,8,,forsban01
932,Gabriel Fortier,22,TBL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8:25,8:25,0,0,,0,1,0,0,,fortiga01
933,Jean-Luc Foudy,20,COL,C,9,0,0,0,-3,6,0,0,0,0,0,0,0,12,0.0,15,90:16,10:02,0,3,0.0,2,2,3,5,,foudyje01
934,Alex Galchenyuk,28,COL,C,11,0,0,0,-8,4,0,0,0,0,0,0,0,8,0.0,15,78:11,7:06,4,3,57.1,3,10,0,0,,galchal01
935,Glenn Gawdin,25,ANA,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,4,28:47,9:36,8,14,36.4,3,4,0,1,,gawdigl01
936,Jon Gillies,29,CBJ,G,3,0,0,0,,0,0,0,0,0,0,0,0,0,,0,118:09,39:23,0,0,,0,0,0,0,,gillijo01
937,Adam Ginning,23,PHI,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,1,16:40,16:40,0,0,,2,2,0,0,,ginniad01
938,Jet Greaves,21,CBJ,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,58:57,58:57,0,0,,0,0,0,0,,greavje01
939,Thomas Greiss,37,STL,G,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1089:21,51:52,0,0,,0,0,1,9,,greisth01
940,Benoit-Olivier Groulx,22,ANA,C,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,5,32:41,16:21,9,11,45.0,0,0,2,3,,groulbe01
941,Jonathan Gruden,22,PIT,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15:59,5:20,5,9,35.7,1,4,1,0,,grudejo02
942,Max Guenette,21,OTT,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,3,8:47,8:47,0,0,,1,1,0,0,,guenema01
943,Filip Hallander,22,PIT,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19:56,9:58,0,0,,3,1,2,2,,hallafi01
944,James Hamblin,23,EDM,F,10,0,0,0,-3,2,0,0,0,0,0,0,0,12,0.0,16,88:37,8:52,27,15,64.3,1,2,2,1,,hamblja01
945,Mike Hardman,23,CHI,RW,8,0,0,0,-2,0,0,0,0,0,0,0,0,7,0.0,12,81:19,10:10,6,4,60.0,6,25,3,2,,hardmmi01
946,Carter Hart,24,PHI,G,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3163:46,57:31,0,0,,0,0,0,28,,hartca01
947,Dillon Heatherington,27,OTT,D,3,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,3,27:48,9:16,0,0,,2,2,1,2,,heathdi01
948,Magnus Hellberg,31,2TM,G,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,936:21,52:01,0,0,,0,0,0,8,,hellbma01
948,Magnus Hellberg,31,DET,G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,876:21,51:33,0,0,,0,0,0,5,,hellbma01
948,Magnus Hellberg,31,OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00,60:00,0,0,,0,0,0,3,,hellbma01
949,Connor Hellebuyck,29,WPG,G,64,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3777:58,59:02,0,0,,0,0,20,42,AS-3Byng-37Hart-11Vezina-3,helleco01
950,Darren Helm,36,COL,C,11,0,0,0,-1,4,0,0,0,0,0,0,0,10,0.0,15,99:04,9:00,31,43,41.9,3,16,1,1,,helmda01
951,Matthew Highmore,26,STL,LW,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,3,21:30,10:45,0,0,,0,4,1,0,,highmma01
952,Taro Hirose,26,DET,LW,3,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,4,30:59,10:20,1,0,100.0,2,1,0,1,,hirosta01
953,Hayden Hodgson,26,PHI,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4:46,4:46,0,0,,0,0,0,0,,hodgsha01
954,Joel Hofer,22,STL,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,317:12,52:52,0,0,,0,0,1,1,,hoferjo01
955,Charles Hudon,28,COL,LW,9,0,0,0,-2,2,0,0,0,0,0,0,0,18,0.0,26,97:01,10:47,5,4,55.6,2,13,3,0,,hudonch01
956,Ville Husso,27,DET,G,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3220:14,57:30,0,0,,0,0,1,16,,hussovi01
957,Bokondji Imama,26,ARI,LW,5,0,0,0,-2,5,0,0,0,0,0,0,0,0,,3,37:25,7:29,0,0,,2,13,0,0,,imamabo01
958,Connor Ingram,25,ARI,G,27,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1586:40,58:46,0,0,,0,0,0,13,,ingraco01
959,Jan Jeník,22,ARI,RW,2,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,11:49,5:55,1,4,20.0,2,4,0,0,,jenikja01
960,David Jiříček,19,CBJ,D,4,0,0,0,-4,2,0,0,0,0,0,0,0,5,0.0,7,72:16,18:04,0,0,,7,9,1,2,,jiricda01
961,Lucas Johansen,25,WSH,D,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,5,25:19,12:40,0,0,,3,0,1,0,,johanlu01
962,Jonas Johansson,27,COL,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,142:57,47:39,0,0,,0,0,0,1,,johanjo03
963,Martin Jones,33,SEA,G,48,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2625:39,54:42,0,0,,0,0,0,8,,jonesma02
964,Noah Juulsen,25,VAN,D,12,0,0,0,1,6,0,0,0,0,0,0,0,5,0.0,18,179:35,14:58,0,0,,16,43,3,2,,juulsno01
965,Kaapo Kähkönen,26,SJS,G,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2106:15,56:56,0,0,,0,0,2,13,,kahkoka01
966,Erik Källgren,26,TOR,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,561:40,56:10,0,0,,0,0,0,5,,kallger01
967,Fredrik Karlström,25,DAL,C,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,8,47:47,9:33,0,0,,1,1,1,1,,karlsfr01
968,Ondřej Kaše,27,CAR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,11:02,11:02,0,1,0.0,0,1,1,0,,kaseon01
969,Marco Kasper,18,DET,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,14:59,14:59,1,7,12.5,0,3,0,0,,kaspema01
970,Matthew Kessel,22,STL,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,6,30:19,15:10,0,0,,1,0,0,0,,kessema01
971,Anton Khudobin,36,CHI,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00,60:00,0,0,,0,0,0,1,,khudoan01
972,Keith Kinkaid,33,2TM,G,2,0,0,0,,0,0,0,0,0,0,0,0,0,,0,87:51,43:56,0,0,,0,0,0,0,,kinkake01
972,Keith Kinkaid,33,BOS,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,59:54,59:54,0,0,,0,0,0,0,,kinkake01
972,Keith Kinkaid,33,COL,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,27:57,27:57,0,0,,0,0,0,0,,kinkake01
973,Justin Kirkland,26,ANA,LW,7,0,0,0,-3,0,0,0,0,0,0,0,0,5,0.0,14,50:30,7:13,2,1,66.7,3,8,0,0,,kirklju01
974,Samuel Kňažko,20,CBJ,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,31:17,15:39,0,0,,1,0,1,0,,knazksa01
975,Pyotr Kochetkov,23,CAR,G,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1403:56,58:30,0,0,,0,0,1,15,,kochepy01
976,Vladislav Kolyachonok,21,ARI,D,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,27:31,13:46,0,0,,2,2,1,0,,kolyavl01
977,Joonas Korpisalo,28,2TM,G,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2171:57,55:41,0,0,,0,0,0,8,,korpijo01
977,Joonas Korpisalo,28,CBJ,G,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1550:57,55:23,0,0,,0,0,0,5,,korpijo01
977,Joonas Korpisalo,28,LAK,G,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,621:00,56:27,0,0,,0,0,0,3,,korpijo01
978,Filip Král,23,TOR,D,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1,19:55,9:58,0,0,,1,2,0,1,,kralfi01
979,Darcy Kuemper,32,WSH,G,57,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,1,3223:47,56:33,0,0,,0,0,2,24,,kuempda01
980,Jackson LaCombe,22,ANA,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,1,36:57,18:29,0,0,,9,1,0,0,,lacomja01
981,Maxime Lajoie,25,CAR,D,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,7,23:34,7:51,0,0,,0,2,0,1,,lajoima01
982,Kevin Lankinen,27,NSH,G,19,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1069:10,56:16,0,0,,0,0,0,13,,lankike01
983,Jacob Larsson,25,OTT,D,7,0,0,0,0,6,0,0,0,0,0,0,0,4,0.0,12,83:47,11:58,0,0,,6,7,1,6,,larssja01
984,Jake Leschyshyn,23,2TM,C,35,0,0,0,-10,8,0,0,0,0,0,0,0,31,0.0,46,319:30,9:08,118,115,50.6,11,55,4,4,,leschja01
984,Jake Leschyshyn,23,NYR,C,13,0,0,0,-3,0,0,0,0,0,0,0,0,8,0.0,10,108:29,8:21,44,46,48.9,3,17,1,3,,leschja01
984,Jake Leschyshyn,23,VEG,C,22,0,0,0,-7,8,0,0,0,0,0,0,0,23,0.0,36,211:01,9:36,74,69,51.7,8,38,3,1,,leschja01
985,Vinni Lettieri,27,BOS,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,1,9:50,9:50,0,1,0.0,0,3,0,0,,lettivi01
986,Devon Levi,21,BUF,G,7,0,0,0,,0,0,0,0,0,0,0,0,0,,0,429:01,61:17,0,0,,0,0,0,0,,levide01
987,Anton Levtchi,27,FLA,F,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,19:09,9:35,0,1,0.0,0,0,0,2,,levtcan01
988,Alex Lyon,30,FLA,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,893:11,59:33,0,0,,0,0,1,12,,lyonal01
989,Eetu Mäkiniemi,23,SJS,G,2,0,0,0,,0,0,0,0,0,0,0,0,0,,0,84:20,42:10,0,0,,0,0,0,0,,makinee01
990,Brad Malone,33,EDM,C,10,0,0,0,-4,6,0,0,0,0,0,0,0,7,0.0,14,76:52,7:41,26,19,57.8,4,26,3,1,,malonbr01
991,Mikhail Maltsev,24,COL,LW,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,5,32:59,6:36,14,13,51.9,2,4,2,0,,maltsmi01
992,Kevin Mandolese,22,OTT,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,182:12,60:44,0,0,,0,0,0,1,,mandoke01
993,Spencer Martin,27,VAN,G,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1610:11,55:31,0,0,,0,0,0,13,,martisp01
994,Dysin Mayo,26,ARI,D,15,0,0,0,-8,8,0,0,0,0,0,0,0,7,0.0,14,175:28,11:42,0,0,,20,30,2,8,,mayody01
995,Hugh McGing,24,STL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9:37,9:37,0,0,,0,0,1,1,,mcginhu01
996,Roland McKeown,27,NSH,D,6,0,0,0,1,8,0,0,0,0,0,0,0,3,0.0,11,77:52,12:59,0,0,,6,4,1,4,,mckeoro01
997,Marc McLaughlin,23,BOS,F,2,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,4,20:07,10:04,6,5,54.5,0,2,0,0,,mclauma01
998,Connor McMichael,22,WSH,C,6,0,0,0,0,5,0,0,0,0,0,0,0,2,0.0,4,53:09,8:52,2,1,66.7,3,2,1,0,,mcmicco01
999,Leevi Merilainen,20,OTT,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,85:05,42:33,0,0,,0,0,0,1,,merille01
1000,Dakota Mermis,29,MIN,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,4,28:55,14:28,0,0,,3,2,0,0,,mermida01
1001,Sam Montembeault,26,MTL,G,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2333:51,58:21,0,0,,0,0,0,33,,montesa01
1002,Jacob Moverare,24,LAK,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,7,29:56,14:58,0,0,,4,3,1,0,,moverja01
1003,Matt Murray,28,TOR,G,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1473:10,56:40,0,0,,0,0,1,5,,murrama02
1004,Matt Murray,24,DAL,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,177:02,59:01,0,0,,0,0,0,1,,murrama03
1005,Alex Nedeljkovic,27,DET,G,15,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,832:38,55:31,0,0,,0,0,0,8,,nedelal01
1006,Markus Niemeläinen,24,EDM,D,23,0,0,0,3,4,0,0,0,0,0,0,0,16,0.0,33,230:57,10:02,0,0,,16,61,0,16,,niemema01
1007,Oskar Olausson,20,COL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,7:02,7:02,0,0,,0,0,0,0,,olausos01
1008,Gustav Olofsson,28,SEA,D,3,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,8,38:48,12:56,0,0,,4,2,1,1,,olofsgu01
1009,Jiří Patera,23,VEG,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,120:00,60:00,0,0,,0,0,0,2,,paterji01
1010,Calvin Petersen,28,LAK,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,543:28,54:21,0,0,,0,0,0,3,,peterca01
1011,Matthew Phillips,24,CGY,F,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,4,18:04,9:02,0,0,,0,0,0,0,,phillma01
1012,Cayden Primeau,23,MTL,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,138:35,46:12,0,0,,0,0,0,2,,primeca01
1013,Ivan Prosvetov,23,ARI,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,422:02,60:17,0,0,,0,0,1,3,,prosviv01
1014,Jonathan Quick,37,2TM,G,41,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,1,2234:45,54:30,0,0,,0,0,1,15,,quickjo01
1014,Jonathan Quick,37,LAK,G,31,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1,1698:23,54:47,0,0,,0,0,1,11,,quickjo01
1014,Jonathan Quick,37,VEG,G,10,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,536:22,53:38,0,0,,0,0,0,4,,quickjo01
